,day,cost_phones,cost_cases,cost_accessories,group
2933,13,29400,0,1800,control
2934,13,13900,0,0,control
2935,13,38300,0,0,control
2936,13,21500,0,0,control
2937,13,95100,2800,4000,control
2938,13,50000,0,2500,control
2939,13,44600,2000,0,control
2940,13,33000,1900,0,control
2941,13,48900,2500,2500,control
2942,13,70700,0,0,control
2943,13,43300,1200,0,control
2944,14,17400,0,0,control
2945,14,52000,2300,1500,control
2946,14,76300,1200,3000,control
2947,14,8900,0,0,control
2948,14,63000,3000,0,control
2949,14,60700,2000,4300,control
2950,14,32200,2700,2400,control
2951,14,45400,2300,0,control
2952,14,17600,0,0,control
2953,14,45900,0,0,control
2954,14,47200,0,5300,control
2955,14,75400,0,0,control
2956,14,47500,1900,0,control
2957,14,34000,0,1500,control
2958,14,67200,0,1700,control
2959,14,35200,500,0,control
2960,14,46900,0,0,control
2961,14,25200,0,0,control
2962,14,27200,2200,0,control
2963,14,19600,0,0,control
2964,14,33800,0,2800,control
2965,14,48500,0,0,control
2966,14,38600,1700,2200,control
2967,14,54400,2500,0,control
2968,14,66600,0,0,control
2969,14,36000,0,0,control
2970,14,48600,0,0,control
2971,14,38400,1100,2500,control
2972,14,16000,0,1700,control
2973,14,50100,0,3400,control
2974,14,42700,0,3600,control
2975,14,41900,0,0,control
2976,14,45200,0,2700,control
2977,14,11000,0,0,control
2978,14,7000,2500,0,control
2979,14,21500,0,0,control
2980,14,32800,1600,0,control
2981,14,6000,0,3300,control
2982,14,10300,0,3300,control
2983,14,36000,0,0,control
2984,14,17300,1700,3600,control
2985,14,49000,0,0,control
2986,14,31000,0,0,control
2987,14,31800,1400,0,control
2988,14,34800,1600,0,control
2989,14,45100,2700,0,control
2990,14,20500,0,4300,control
2991,14,20100,0,0,control
2992,14,22800,2200,5000,control
2993,14,14700,0,0,control
2994,14,43000,0,0,control
2995,14,54800,0,3500,control
2996,14,39300,0,0,control
2997,14,53400,3000,3700,control
2998,14,17600,0,0,control
2999,14,54000,1400,0,control
3000,14,20200,1700,3200,control
3001,14,25400,2400,0,control
3002,14,39500,0,0,control
3003,14,5500,2200,0,control
3004,14,20600,0,0,control
3005,14,35400,0,0,control
3006,14,30000,0,5000,control
3007,14,31700,1600,0,control
3008,14,48200,0,0,control
3009,14,33700,0,0,control
3010,14,36900,1500,0,control
3011,14,46500,0,0,control
3012,14,23300,1800,0,control
3013,14,46200,0,0,control
3014,14,66600,2200,0,control
3015,14,54000,0,900,control
3016,14,51500,2400,0,control
3017,14,25600,1500,0,control
3018,14,47800,0,2500,control
3019,14,42800,0,0,control
3020,14,62800,0,0,control
3021,14,35000,1700,0,control
3022,14,42300,0,0,control
3023,14,54400,0,0,control
3024,14,27000,1300,0,control
3025,14,38000,0,0,control
3026,14,55200,0,2700,control
3027,14,30100,0,0,control
3028,14,58000,1400,0,control
3029,14,28100,2200,0,control
3030,14,29700,2000,0,control
3031,14,44500,0,0,control
3032,14,44400,0,0,control
3033,14,23300,1500,0,control
3034,14,61400,0,3500,control
3035,14,12200,0,0,control
3036,14,56500,1400,0,control
3037,14,56400,2700,0,control
3038,14,22000,2900,0,control
3039,14,49000,0,4300,control
3040,14,35700,0,0,control
3041,14,32900,2000,0,control
3042,14,10100,1200,0,control
3043,14,46000,0,0,control
3044,14,30000,0,0,control
3045,14,41000,0,0,control
3046,14,19900,0,0,control
3047,14,55800,0,0,control
3048,14,67800,0,0,control
3049,14,59800,3000,0,control
3050,14,63700,2200,0,control
3051,14,42200,2000,0,control
3052,14,22700,1300,0,control
3053,14,15900,1700,0,control
3054,14,15400,2500,700,control
3055,14,40400,0,0,control
3056,14,45400,0,0,control
3057,14,10800,0,0,control
3058,14,39600,0,0,control
3059,14,50400,0,0,control
3060,14,84100,0,0,control
3061,14,38100,0,0,control
3062,14,42000,0,2500,control
3063,14,16100,1200,4300,control
3064,14,34600,1900,0,control
3065,14,10300,2100,0,control
3066,14,4500,2500,0,control
3067,14,30800,3300,0,control
3068,14,33800,1500,2300,control
3069,14,21800,0,0,control
3070,14,41600,1900,0,control
3071,14,81800,2000,0,control
3072,14,30900,0,2600,control
3073,14,75700,0,0,control
3074,14,34200,0,0,control
3075,14,53600,0,0,control
3076,14,31400,0,2000,control
3077,14,5600,0,0,control
3078,14,34700,0,1400,control
3079,14,18700,1700,0,control
3080,14,9400,1600,0,control
3081,14,38300,1300,0,control
3082,14,15400,2000,4100,control
3083,14,33900,0,2500,control
3084,14,47600,0,0,control
3085,14,69000,2100,0,control
3086,14,20800,0,0,control
3087,14,47700,0,2900,control
3088,14,51100,2300,3500,control
3089,14,40700,2900,0,control
3090,14,44900,2800,0,control
3091,14,73900,0,2400,control
3092,14,68800,0,2000,control
3093,14,40400,0,0,control
3094,14,73900,1900,0,control
3095,14,17200,2100,3400,control
3096,14,57400,0,0,control
3097,14,33700,1600,0,control
3098,14,73100,2300,0,control
3099,14,11800,0,0,control
3100,14,50700,2700,2900,control
3101,14,41300,1600,0,control
3102,14,23700,3100,0,control
3103,14,43700,1400,3200,control
3104,14,10200,0,0,control
3105,14,22700,2700,0,control
3106,14,31900,2500,0,control
3107,14,44200,0,0,control
3108,14,50900,2200,0,control
3109,14,25200,0,0,control
3110,14,54000,0,3500,control
3111,14,33100,2200,0,control
3112,14,50900,2400,2600,control
3113,14,17300,1200,2900,control
3114,14,29700,0,1900,control
3115,14,62700,2000,0,control
3116,14,6800,0,0,control
3117,14,29500,0,2800,control
3118,14,37900,0,0,control
3119,14,20000,2300,3700,control
3120,14,59300,3100,0,control
3121,14,17900,0,0,control
3122,14,43800,0,0,control
3123,14,24300,0,0,control
3124,14,32600,0,0,control
3125,14,41000,2900,0,control
3126,14,45600,0,0,control
3127,14,61700,0,2800,control
3128,14,57500,2100,0,control
3129,14,50900,2200,3200,control
3130,14,63900,2300,0,control
3131,14,32300,0,0,control
3132,14,68900,2100,1800,control
3133,14,40300,2300,0,control
3134,14,45400,1500,0,control
3135,14,46800,2200,0,control
3136,14,32600,0,0,control
3137,14,28200,2500,0,control
3138,14,25500,1400,0,control
3139,14,24400,0,0,control
3140,14,48700,1400,0,control
3141,14,50900,0,3800,control
3142,14,6700,0,0,control
3143,14,43100,2000,0,control
3144,14,45100,1300,3500,control
3145,14,23900,2700,0,control
3146,14,54700,1800,0,control
3147,14,8200,1900,3800,control
3148,14,39500,0,2700,control
3149,14,63100,0,3200,control
3150,14,72700,0,3200,control
3151,14,35300,2900,0,control
3152,14,73100,2800,0,control
3153,14,45500,2400,0,control
3154,14,4600,2000,0,control
3155,14,52000,1800,0,control
3156,14,27700,0,0,control
3157,14,30700,0,0,control
3158,14,36500,0,0,control
3159,14,87800,2400,0,control
3160,14,27800,1600,0,control
3161,14,38400,1900,0,control
3162,14,43700,0,4300,control
3163,14,56500,0,0,control
3164,14,15200,1300,2700,control
3165,14,69700,0,0,control
3166,14,17600,0,0,control
3167,14,49400,0,2800,control
3168,14,60500,3100,4200,control
3169,14,19800,1800,0,control
3170,14,36500,1200,0,control
3171,14,18000,0,3000,control
3172,14,26800,1700,0,control
3173,14,69100,3000,4000,control
3174,14,28100,0,0,control
3175,14,31900,1300,0,control
3176,14,10300,3300,0,control
3177,14,58400,0,0,control
3178,14,68200,0,0,control
3179,14,35800,1900,0,control
3180,14,34500,0,0,control
3181,14,44600,0,0,control
3182,14,19800,0,0,control
3183,14,14500,2000,3500,control
3184,14,41100,0,0,control
3185,1,53900,2200,2100,pilot
3186,1,8300,0,0,pilot
3187,1,37300,0,0,pilot
3188,1,65900,0,0,pilot
3189,1,64700,1500,0,pilot
3190,1,44000,2600,3900,pilot
3191,1,6000,2000,1000,pilot
3192,1,57600,0,0,pilot
3193,1,41200,1700,4000,pilot
3194,1,23100,2300,0,pilot
3195,1,61800,0,0,pilot
3196,1,37700,1800,0,pilot
3197,1,38900,0,0,pilot
3198,1,9700,0,0,pilot
3199,1,28200,0,0,pilot
3200,1,4400,2000,0,pilot
3201,1,48600,0,0,pilot
3202,1,60500,0,2300,pilot
3203,1,33000,2800,0,pilot
3204,1,26700,0,0,pilot
3205,1,25500,0,0,pilot
3206,1,39400,2100,0,pilot
3207,1,35100,0,0,pilot
3208,1,48500,0,0,pilot
3209,1,15700,0,4300,pilot
3210,1,41600,0,0,pilot
3211,1,70200,2100,0,pilot
3212,1,75700,1000,3200,pilot
3213,1,42600,2800,0,pilot
3214,1,47200,2000,0,pilot
3215,1,69600,0,1300,pilot
3216,1,70800,0,0,pilot
3217,1,50500,2000,0,pilot
3218,1,43800,1800,0,pilot
3219,1,35900,2100,5000,pilot
3220,1,30300,2800,0,pilot
3221,1,15700,2200,0,pilot
3222,1,36200,0,0,pilot
3223,1,25300,0,2600,pilot
3224,1,33300,0,3900,pilot
3225,1,6400,0,2200,pilot
3226,1,36200,1700,2600,pilot
3227,1,36700,2700,0,pilot
3228,1,40000,0,2400,pilot
3229,1,47900,0,0,pilot
3230,1,50000,1800,0,pilot
3231,1,22400,2300,0,pilot
3232,1,38100,0,2900,pilot
3233,1,53900,0,0,pilot
3234,1,29100,1800,0,pilot
3235,1,31400,0,0,pilot
3236,1,25500,2500,4400,pilot
3237,1,50700,0,0,pilot
3238,1,29600,3000,0,pilot
3239,1,20700,2500,0,pilot
3240,1,61700,0,0,pilot
3241,1,34200,1100,0,pilot
3242,1,50400,0,0,pilot
3243,1,53900,0,0,pilot
3244,1,24200,2300,0,pilot
3245,1,58600,0,0,pilot
3246,1,37600,2800,0,pilot
3247,1,22800,1900,0,pilot
3248,1,36300,0,0,pilot
3249,1,22200,700,0,pilot
3250,1,70400,0,2100,pilot
3251,1,24200,0,0,pilot
3252,1,66300,2400,2800,pilot
3253,1,30800,0,0,pilot
3254,1,27700,0,0,pilot
3255,1,44800,1300,0,pilot
3256,1,45900,0,0,pilot
3257,1,22900,0,0,pilot
3258,1,38800,2400,0,pilot
3259,1,35900,0,0,pilot
3260,1,54600,0,0,pilot
3261,1,31700,2400,0,pilot
3262,1,33800,0,0,pilot
3263,1,43300,0,0,pilot
3264,1,45300,0,3700,pilot
3265,1,53800,0,3800,pilot
3266,1,30400,1100,0,pilot
3267,1,47000,1100,0,pilot
3268,1,44000,2100,3200,pilot
3269,1,35800,700,0,pilot
3270,1,56800,2600,0,pilot
3271,1,27000,2400,0,pilot
3272,1,21100,1700,0,pilot
3273,1,46700,0,0,pilot
3274,1,55400,0,0,pilot
3275,1,17700,0,0,pilot
3276,1,14700,0,0,pilot
3277,1,41700,1700,0,pilot
3278,1,8600,0,0,pilot
3279,1,5700,0,0,pilot
3280,1,64600,0,0,pilot
3281,1,52500,0,2700,pilot
3282,1,13900,0,0,pilot
3283,1,8300,0,3500,pilot
3284,1,40200,2500,2200,pilot
3285,1,46800,0,0,pilot
3286,1,57400,0,2900,pilot
3287,1,42200,2100,0,pilot
3288,1,34300,0,3000,pilot
3289,1,30800,3000,0,pilot
3290,1,57300,0,0,pilot
3291,1,37000,0,0,pilot
3292,1,58300,0,3800,pilot
3293,1,25200,1400,0,pilot
3294,1,18800,0,0,pilot
3295,1,8400,0,1500,pilot
3296,1,4600,2400,0,pilot
3297,1,26500,0,0,pilot
3298,1,29700,2100,2600,pilot
3299,1,27300,2100,0,pilot
3300,1,45900,1600,0,pilot
3301,1,26100,3200,0,pilot
3302,1,49800,0,0,pilot
3303,1,69800,0,0,pilot
3304,1,40000,1000,3200,pilot
3305,1,36300,0,4200,pilot
3306,1,43400,1500,0,pilot
3307,1,45400,1100,3700,pilot
3308,1,18700,1000,0,pilot
3309,1,42500,2200,1200,pilot
3310,1,46500,0,0,pilot
3311,1,92400,0,0,pilot
3312,1,31200,0,0,pilot
3313,1,26800,0,0,pilot
3314,1,37500,3300,3500,pilot
3315,1,25900,0,0,pilot
3316,1,36300,2000,0,pilot
3317,1,53000,0,0,pilot
3318,1,14000,2200,0,pilot
3319,1,36800,0,0,pilot
3320,1,41300,1400,0,pilot
3321,1,56400,0,4200,pilot
3322,1,47500,0,0,pilot
3323,1,50400,2500,0,pilot
3324,1,68400,0,0,pilot
3325,1,58000,0,0,pilot
3326,1,45400,0,0,pilot
3327,1,61300,2400,3100,pilot
3328,1,62000,0,0,pilot
3329,1,26200,0,0,pilot
3330,1,18600,2300,0,pilot
3331,1,56000,2000,0,pilot
3332,1,37200,0,0,pilot
3333,1,54500,0,0,pilot
3334,1,30400,2000,0,pilot
3335,1,31200,0,0,pilot
3336,1,39000,0,2800,pilot
3337,1,49100,1200,1700,pilot
3338,1,59000,0,3200,pilot
3339,1,16500,0,3100,pilot
3340,1,23000,0,0,pilot
3341,1,44600,2500,0,pilot
3342,1,36000,0,0,pilot
3343,1,31300,2100,3500,pilot
3344,1,27500,0,0,pilot
3345,1,10100,0,0,pilot
3346,1,41600,1900,0,pilot
3347,1,65600,0,3700,pilot
3348,1,11000,1500,0,pilot
3349,1,62200,2500,0,pilot
3350,1,35900,0,0,pilot
3351,1,54200,0,0,pilot
3352,1,29800,3000,3200,pilot
3353,1,20500,0,0,pilot
3354,1,55200,0,0,pilot
3355,1,23900,0,0,pilot
3356,1,16500,1300,3300,pilot
3357,1,73300,1600,0,pilot
3358,1,5800,0,2500,pilot
3359,1,50000,2100,1400,pilot
3360,1,28600,0,3300,pilot
3361,1,50900,1300,0,pilot
3362,1,47800,1400,0,pilot
3363,1,63300,2300,0,pilot
3364,1,26100,0,0,pilot
3365,1,19800,1600,2600,pilot
3366,1,54700,0,3000,pilot
3367,1,14200,2200,0,pilot
3368,1,41400,1700,0,pilot
3369,1,43500,0,0,pilot
3370,1,42600,0,0,pilot
3371,1,37000,0,0,pilot
3372,1,69000,0,0,pilot
3373,1,50300,0,0,pilot
3374,1,19100,0,0,pilot
3375,1,57200,2600,0,pilot
3376,1,44100,0,3900,pilot
3377,1,16100,2500,0,pilot
3378,1,15000,1700,0,pilot
3379,1,17500,1700,0,pilot
3380,1,6400,1500,0,pilot
3381,1,14400,0,0,pilot
3382,1,33900,0,0,pilot
3383,1,58400,2400,2900,pilot
3384,1,50200,0,0,pilot
3385,1,27600,0,1500,pilot
3386,1,64000,0,0,pilot
3387,1,54300,0,0,pilot
3388,1,50800,2100,0,pilot
3389,1,72500,1500,0,pilot
3390,1,18100,800,0,pilot
3391,1,44100,2100,0,pilot
3392,1,52400,0,2700,pilot
3393,1,23600,0,1300,pilot
3394,1,10400,1800,0,pilot
3395,1,56600,0,0,pilot
3396,1,29300,2500,3200,pilot
3397,1,30700,2100,3500,pilot
3398,1,27300,2300,0,pilot
3399,1,32700,0,0,pilot
3400,1,61900,0,3000,pilot
3401,1,21800,1800,4100,pilot
3402,1,68900,0,0,pilot
3403,1,17600,0,0,pilot
3404,1,35900,1500,0,pilot
3405,1,57300,2400,0,pilot
3406,1,50800,1500,2100,pilot
3407,1,36500,0,0,pilot
3408,1,4800,0,0,pilot
3409,1,11800,0,0,pilot
3410,1,63400,0,0,pilot
3411,1,57200,1700,0,pilot
3412,1,64400,1500,0,pilot
3413,1,42400,0,2600,pilot
3414,1,13900,1800,0,pilot
3415,1,43000,0,2600,pilot
3416,1,64400,1600,0,pilot
3417,1,61400,0,0,pilot
3418,1,41200,0,0,pilot
3419,1,30500,0,0,pilot
3420,1,41300,0,4000,pilot
3421,1,54400,2000,0,pilot
3422,1,5000,0,0,pilot
3423,1,19300,1400,0,pilot
3424,1,32000,2200,0,pilot
3425,1,26200,3100,0,pilot
3426,2,20000,2900,0,pilot
3427,2,62300,0,0,pilot
3428,2,39100,3200,0,pilot
3429,2,43500,1900,0,pilot
3430,2,37200,0,0,pilot
3431,2,13000,0,3800,pilot
3432,2,44600,0,0,pilot
3433,2,55500,0,0,pilot
3434,2,14000,2400,0,pilot
3435,2,42100,1900,0,pilot
3436,2,46100,0,0,pilot
3437,2,30100,2100,3300,pilot
3438,2,5800,2000,800,pilot
3439,2,31100,3200,4400,pilot
3440,2,40000,2000,0,pilot
3441,2,50700,2600,4300,pilot
3442,2,23600,2500,0,pilot
3443,2,30000,0,4900,pilot
3444,2,48000,0,1900,pilot
3445,2,55300,0,0,pilot
3446,2,41800,1600,0,pilot
3447,2,38600,2400,0,pilot
3448,2,35800,3600,0,pilot
3449,2,67500,0,0,pilot
3450,2,35100,1800,0,pilot
3451,2,24300,0,0,pilot
3452,2,17200,0,0,pilot
3453,2,10000,0,0,pilot
3454,2,34200,2400,0,pilot
3455,2,52600,2200,3100,pilot
3456,2,36200,2100,3400,pilot
3457,2,46100,1600,0,pilot
3458,2,47400,3100,0,pilot
3459,2,24100,0,0,pilot
3460,2,50200,0,0,pilot
3461,2,19000,2900,0,pilot
3462,2,29900,0,0,pilot
3463,2,44900,2200,0,pilot
3464,2,49900,3100,0,pilot
3465,2,40700,0,0,pilot
3466,2,21400,1700,0,pilot
3467,2,54200,0,0,pilot
3468,2,10800,1000,3400,pilot
3469,2,9000,0,2500,pilot
3470,2,41100,3000,0,pilot
3471,2,18500,3300,0,pilot
3472,2,49200,0,0,pilot
3473,2,50200,2400,0,pilot
3474,2,70700,2700,3400,pilot
3475,2,40800,1300,0,pilot
3476,2,34200,0,0,pilot
3477,2,61200,0,2900,pilot
3478,2,41900,0,0,pilot
3479,2,33700,0,0,pilot
3480,2,17700,0,0,pilot
3481,2,44800,0,0,pilot
3482,2,30700,0,0,pilot
3483,2,80400,1700,4100,pilot
3484,2,26000,1900,0,pilot
3485,2,19200,1200,0,pilot
3486,2,32100,2300,2100,pilot
3487,2,10900,2000,0,pilot
3488,2,54400,0,0,pilot
3489,2,34100,0,0,pilot
3490,2,34300,0,2500,pilot
3491,2,43200,0,0,pilot
3492,2,24200,0,0,pilot
3493,2,22000,0,0,pilot
3494,2,15400,2900,0,pilot
3495,2,21300,0,4000,pilot
3496,2,38500,1500,0,pilot
3497,2,26300,0,0,pilot
3498,2,13800,0,0,pilot
3499,2,64300,0,3500,pilot
3500,2,32100,0,0,pilot
3501,2,33300,0,2500,pilot
3502,2,41600,0,2700,pilot
3503,2,29200,0,0,pilot
3504,2,31100,0,0,pilot
3505,2,11700,0,0,pilot
3506,2,26100,1800,0,pilot
3507,2,19200,1200,0,pilot
3508,2,79000,0,3800,pilot
3509,2,51700,1200,0,pilot
3510,2,23600,1900,0,pilot
3511,2,59700,0,0,pilot
3512,2,22400,2100,0,pilot
3513,2,50000,0,4800,pilot
3514,2,26600,2100,0,pilot
3515,2,9400,1500,3400,pilot
3516,2,43400,2000,0,pilot
3517,2,77000,2900,0,pilot
3518,2,63300,0,0,pilot
3519,2,36500,0,0,pilot
3520,2,27400,0,0,pilot
3521,2,42400,0,0,pilot
3522,2,46100,0,0,pilot
3523,2,48100,0,0,pilot
3524,2,51600,0,0,pilot
3525,2,5200,0,6300,pilot
3526,2,50500,0,0,pilot
3527,2,39900,0,0,pilot
3528,2,71000,0,0,pilot
3529,2,50000,1600,0,pilot
3530,2,53400,0,0,pilot
3531,2,32600,1700,0,pilot
3532,2,29600,0,3900,pilot
3533,2,32500,900,3500,pilot
3534,2,35500,0,0,pilot
3535,2,45900,0,0,pilot
3536,2,43400,0,0,pilot
3537,2,16400,0,0,pilot
3538,2,19000,0,3800,pilot
3539,2,28500,1800,0,pilot
3540,2,54500,0,0,pilot
3541,2,25200,0,0,pilot
3542,2,64700,2900,0,pilot
3543,2,20500,0,0,pilot
3544,2,24800,0,0,pilot
3545,2,40200,0,0,pilot
3546,2,57800,0,4000,pilot
3547,2,12400,1200,0,pilot
3548,2,14700,0,0,pilot
3549,2,16800,0,0,pilot
3550,2,33200,2200,0,pilot
3551,2,46800,0,0,pilot
3552,2,46400,0,3900,pilot
3553,2,28500,0,0,pilot
3554,2,38700,1800,0,pilot
3555,2,24800,0,0,pilot
3556,2,20600,0,0,pilot
3557,2,69200,0,0,pilot
3558,2,78800,2200,1100,pilot
3559,2,62600,2600,0,pilot
3560,2,61000,2300,0,pilot
3561,2,21500,0,0,pilot
3562,2,20700,1800,0,pilot
3563,2,44000,0,0,pilot
3564,2,67900,0,0,pilot
3565,2,45900,2200,0,pilot
3566,2,39600,0,0,pilot
3567,2,12300,0,0,pilot
3568,2,54300,2200,3100,pilot
3569,2,60400,0,0,pilot
3570,2,21600,0,0,pilot
3571,2,50800,0,0,pilot
3572,2,27100,3300,0,pilot
3573,2,62100,900,0,pilot
3574,2,37100,2300,0,pilot
3575,2,43200,0,0,pilot
3576,2,14800,2100,0,pilot
3577,2,46400,0,4900,pilot
3578,2,44600,1600,0,pilot
3579,2,26100,0,0,pilot
3580,2,12000,2700,0,pilot
3581,2,48200,2000,0,pilot
3582,2,20400,0,4300,pilot
3583,2,23700,0,0,pilot
3584,2,26800,2600,0,pilot
3585,2,73700,0,0,pilot
3586,2,44300,0,0,pilot
3587,2,24800,2000,0,pilot
3588,2,19400,0,0,pilot
3589,2,36600,2400,3900,pilot
3590,2,101400,0,0,pilot
3591,2,28200,2800,0,pilot
3592,2,34300,0,0,pilot
3593,2,36800,0,0,pilot
3594,2,9600,1600,0,pilot
3595,2,44700,0,2900,pilot
3596,2,40300,0,0,pilot
3597,2,31700,0,0,pilot
3598,2,32400,0,0,pilot
3599,2,17700,2200,0,pilot
3600,2,44500,0,0,pilot
3601,2,49800,2500,0,pilot
3602,2,31700,1800,0,pilot
3603,2,22800,1600,0,pilot
3604,2,36000,1900,0,pilot
3605,2,70900,2200,0,pilot
3606,2,34400,1500,0,pilot
3607,2,36900,0,2300,pilot
3608,2,25700,900,0,pilot
3609,2,64500,2700,0,pilot
3610,2,34200,0,0,pilot
3611,2,61800,1700,0,pilot
3612,2,72100,2300,0,pilot
3613,2,30400,2100,0,pilot
3614,2,60500,1800,4500,pilot
3615,2,35900,2200,2200,pilot
3616,2,24400,0,0,pilot
3617,2,51800,0,0,pilot
3618,2,34500,2100,1800,pilot
3619,2,55400,0,1000,pilot
3620,2,45800,0,0,pilot
3621,2,13800,1600,0,pilot
3622,2,23900,2000,0,pilot
3623,2,30900,1800,0,pilot
3624,2,44800,0,0,pilot
3625,2,63300,2100,0,pilot
3626,2,61000,2800,0,pilot
3627,2,28500,2300,0,pilot
3628,2,31200,0,0,pilot
3629,2,50100,2600,3400,pilot
3630,2,40700,2900,0,pilot
3631,2,24600,2000,4100,pilot
3632,2,10000,1700,0,pilot
3633,2,7000,0,0,pilot
3634,2,63900,0,0,pilot
3635,2,24100,1700,0,pilot
3636,2,44500,1400,0,pilot
3637,2,31500,0,2600,pilot
3638,2,43000,0,0,pilot
3639,2,45600,0,0,pilot
3640,2,52200,0,0,pilot
3641,2,15400,2400,0,pilot
3642,2,38200,2700,0,pilot
3643,3,55600,1500,0,pilot
3644,3,5100,0,0,pilot
3645,3,53300,2000,0,pilot
3646,3,50500,0,0,pilot
3647,3,39800,0,3700,pilot
3648,3,11500,0,0,pilot
3649,3,57700,2700,0,pilot
3650,3,23000,2000,0,pilot
3651,3,11900,2000,0,pilot
3652,3,34300,0,0,pilot
3653,3,18200,0,4000,pilot
3654,3,19300,0,4700,pilot
3655,3,58000,0,0,pilot
3656,3,43500,0,0,pilot
3657,3,18300,0,0,pilot
3658,3,48500,0,0,pilot
3659,3,33300,2300,0,pilot
3660,3,36600,3000,0,pilot
3661,3,45400,2000,0,pilot
3662,3,63300,0,0,pilot
3663,3,37200,0,0,pilot
3664,3,28300,0,0,pilot
3665,3,55200,0,4300,pilot
3666,3,38000,0,0,pilot
3667,3,29800,2700,0,pilot
3668,3,38000,0,3100,pilot
3669,3,32000,0,0,pilot
3670,3,48400,0,1300,pilot
3671,3,22800,0,0,pilot
3672,3,93800,0,0,pilot
3673,3,42700,1900,0,pilot
3674,3,60500,0,2500,pilot
3675,3,29100,0,0,pilot
3676,3,18700,0,3400,pilot
3677,3,50300,2000,0,pilot
3678,3,47200,0,0,pilot
3679,3,27600,0,3900,pilot
3680,3,16700,1800,0,pilot
3681,3,39700,0,0,pilot
3682,3,39300,3500,0,pilot
3683,3,9700,1900,0,pilot
3684,3,38900,0,0,pilot
3685,3,32200,1600,0,pilot
3686,3,33800,1300,0,pilot
3687,3,4700,3000,0,pilot
3688,3,63200,0,0,pilot
3689,3,8200,1400,0,pilot
3690,3,33400,1900,0,pilot
3691,3,37500,1800,0,pilot
3692,3,40600,0,0,pilot
3693,3,46000,0,0,pilot
3694,3,59700,1600,0,pilot
3695,3,59100,2600,2700,pilot
3696,3,27900,0,0,pilot
3697,3,64400,2000,2500,pilot
3698,3,34900,0,0,pilot
3699,3,47900,0,3400,pilot
3700,3,61100,0,0,pilot
3701,3,8200,1800,0,pilot
3702,3,50900,0,0,pilot
3703,3,41900,0,0,pilot
3704,3,47400,0,0,pilot
3705,3,31400,2900,0,pilot
3706,3,38400,0,0,pilot
3707,3,69000,1100,0,pilot
3708,3,34700,0,0,pilot
3709,3,43700,2200,3100,pilot
3710,3,37900,2200,0,pilot
3711,3,61000,3000,0,pilot
3712,3,32300,0,0,pilot
3713,3,31300,2000,0,pilot
3714,3,31400,1700,0,pilot
3715,3,21900,0,0,pilot
3716,3,14000,1600,4800,pilot
3717,3,44500,1300,3200,pilot
3718,3,23500,1600,0,pilot
3719,3,65800,2200,0,pilot
3720,3,87200,0,0,pilot
3721,3,42900,1500,0,pilot
3722,3,30300,2700,800,pilot
3723,3,59300,900,0,pilot
3724,3,30900,0,0,pilot
3725,3,38500,900,0,pilot
3726,3,56300,1400,0,pilot
3727,3,60500,1900,5000,pilot
3728,3,11600,0,0,pilot
3729,3,32600,0,0,pilot
3730,3,50500,0,0,pilot
3731,3,29100,0,0,pilot
3732,3,18700,2200,0,pilot
3733,3,14800,2200,0,pilot
3734,3,25400,3700,0,pilot
3735,3,29800,0,0,pilot
3736,3,83300,0,0,pilot
3737,3,26300,0,0,pilot
3738,3,40300,0,0,pilot
3739,3,14500,0,0,pilot
3740,3,49900,2600,0,pilot
3741,3,73600,1800,2500,pilot
3742,3,74100,2600,0,pilot
3743,3,51800,2000,0,pilot
3744,3,44000,2400,0,pilot
3745,3,32800,0,3200,pilot
3746,3,34100,1300,0,pilot
3747,3,55100,0,0,pilot
3748,3,50200,0,0,pilot
3749,3,23500,2700,0,pilot
3750,3,64600,2200,4100,pilot
3751,3,29400,0,0,pilot
3752,3,6800,1700,1500,pilot
3753,3,38000,0,0,pilot
3754,3,56600,2800,0,pilot
3755,3,37000,2100,0,pilot
3756,3,36800,2300,0,pilot
3757,3,39100,0,0,pilot
3758,3,4500,1800,0,pilot
3759,3,20200,1100,3200,pilot
3760,3,38900,0,0,pilot
3761,3,23800,0,0,pilot
3762,3,38200,2700,0,pilot
3763,3,60200,2200,0,pilot
3764,3,44200,0,3400,pilot
3765,3,23700,0,0,pilot
3766,3,27300,0,2300,pilot
3767,3,43300,0,0,pilot
3768,3,19500,2200,0,pilot
3769,3,74700,1900,2400,pilot
3770,3,36200,0,4500,pilot
3771,3,32400,0,0,pilot
3772,3,11800,1900,0,pilot
3773,3,45500,1700,0,pilot
3774,3,36800,2000,0,pilot
3775,3,52900,0,0,pilot
3776,3,58300,0,1100,pilot
3777,3,55900,2400,0,pilot
3778,3,57000,0,0,pilot
3779,3,24600,0,0,pilot
3780,3,37800,0,0,pilot
3781,3,36100,0,0,pilot
3782,3,19200,1900,0,pilot
3783,3,48300,0,4300,pilot
3784,3,28000,0,0,pilot
3785,3,36600,0,3200,pilot
3786,3,31300,0,0,pilot
3787,3,72000,3800,0,pilot
3788,3,5200,0,3700,pilot
3789,3,57500,0,3600,pilot
3790,3,59500,2700,0,pilot
3791,3,21500,2500,0,pilot
3792,3,41100,0,0,pilot
3793,3,27600,2000,0,pilot
3794,3,48100,2000,4700,pilot
3795,3,53000,0,0,pilot
3796,3,14000,1400,0,pilot
3797,3,57700,2300,0,pilot
3798,3,63300,0,0,pilot
3799,3,36600,0,0,pilot
